ts_ms,coin,funding_rate_raw,funding_rate_normalized,annualized_pct
1741964400367,HYPE,1.25e-05,1.25e-05,10.95
1741968000708,HYPE,1.25e-05,1.25e-05,10.95
1741971600519,HYPE,1.25e-05,1.25e-05,10.95
1741975200056,HYPE,1.25e-05,1.25e-05,10.95
1741978800476,HYPE,1.25e-05,1.25e-05,10.95
1741982400324,HYPE,1.25e-05,1.25e-05,10.95
1741986000328,HYPE,1.25e-05,1.25e-05,10.95
1741989601313,HYPE,1.25e-05,1.25e-05,10.95
1741993200393,HYPE,1.25e-05,1.25e-05,10.95
1741996801760,HYPE,1.25e-05,1.25e-05,10.95
1742000400615,HYPE,1.25e-05,1.25e-05,10.95
1742004000695,HYPE,1.25e-05,1.25e-05,10.95
1742007600900,HYPE,1.25e-05,1.25e-05,10.95
1742011200012,HYPE,1.25e-05,1.25e-05,10.95
1742014800457,HYPE,1.25e-05,1.25e-05,10.95
1742018400067,HYPE,1.25e-05,1.25e-05,10.95
1742022000009,HYPE,1.25e-05,1.25e-05,10.95
1742025600739,HYPE,1.25e-05,1.25e-05,10.95
1742029200785,HYPE,1.25e-05,1.25e-05,10.95
1742032801196,HYPE,1.25e-05,1.25e-05,10.95
1742036400162,HYPE,1.25e-05,1.25e-05,10.95
1742040000320,HYPE,1.25e-05,1.25e-05,10.95
1742043600163,HYPE,1.25e-05,1.25e-05,10.95
1742047201508,HYPE,1.25e-05,1.25e-05,10.95
1742050800549,HYPE,1.25e-05,1.25e-05,10.95
1742054400511,HYPE,1.25e-05,1.25e-05,10.95
1742058000011,HYPE,1.25e-05,1.25e-05,10.95
1742061600399,HYPE,1.25e-05,1.25e-05,10.95
1742065200060,HYPE,1.25e-05,1.25e-05,10.95
1742068800126,HYPE,1.25e-05,1.25e-05,10.95
1742072400665,HYPE,1.25e-05,1.25e-05,10.95
1742076000733,HYPE,1.25e-05,1.25e-05,10.95
1742079601158,HYPE,1.25e-05,1.25e-05,10.95
1742083200537,HYPE,1.25e-05,1.25e-05,10.95
1742086800861,HYPE,1.25e-05,1.25e-05,10.95
1742090400815,HYPE,1.25e-05,1.25e-05,10.95
1742094000460,HYPE,1.25e-05,1.25e-05,10.95
1742097600947,HYPE,1.25e-05,1.25e-05,10.95
1742101200560,HYPE,1.25e-05,1.25e-05,10.95
1742104800620,HYPE,1.25e-05,1.25e-05,10.95
1742108400742,HYPE,1.25e-05,1.25e-05,10.95
1742112000516,HYPE,1.25e-05,1.25e-05,10.95
1742115601081,HYPE,1.25e-05,1.25e-05,10.95
1742119200309,HYPE,1.25e-05,1.25e-05,10.95
1742122800593,HYPE,1.25e-05,1.25e-05,10.95
1742126400554,HYPE,1.25e-05,1.25e-05,10.95
1742130000728,HYPE,1.25e-05,1.25e-05,10.95
1742133600646,HYPE,1.25e-05,1.25e-05,10.95
1742137200728,HYPE,1.25e-05,1.25e-05,10.95
1742140800053,HYPE,1.25e-05,1.25e-05,10.95
1742144400648,HYPE,1.25e-05,1.25e-05,10.95
1742148000013,HYPE,1.25e-05,1.25e-05,10.95
1742151600964,HYPE,1.25e-05,1.25e-05,10.95
1742155200510,HYPE,1.25e-05,1.25e-05,10.95
1742158800707,HYPE,1.25e-05,1.25e-05,10.95
1742162401411,HYPE,1.25e-05,1.25e-05,10.95
1742166000549,HYPE,1.25e-05,1.25e-05,10.95
1742169600227,HYPE,1.25e-05,1.25e-05,10.95
1742173200459,HYPE,1.25e-05,1.25e-05,10.95
1742176800048,HYPE,1.25e-05,1.25e-05,10.95
1742180401040,HYPE,1.25e-05,1.25e-05,10.95
1742184000821,HYPE,1.25e-05,1.25e-05,10.95
1742187600361,HYPE,1.25e-05,1.25e-05,10.95
1742191201361,HYPE,1.25e-05,1.25e-05,10.95
1742194800611,HYPE,1.25e-05,1.25e-05,10.95
1742198400488,HYPE,1.25e-05,1.25e-05,10.95
1742202000810,HYPE,1.25e-05,1.25e-05,10.95
1742205600508,HYPE,1.25e-05,1.25e-05,10.95
1742209200336,HYPE,9.85e-05,9.85e-05,86.286
1742212800209,HYPE,1.5e-05,1.5e-05,13.14
1742216400244,HYPE,0.000517,0.000517,452.892
1742220000065,HYPE,1.25e-05,1.25e-05,10.95
1742223600742,HYPE,1.25e-05,1.25e-05,10.95
1742227200426,HYPE,1.25e-05,1.25e-05,10.95
1742230800570,HYPE,1.25e-05,1.25e-05,10.95
1742234400303,HYPE,1.25e-05,1.25e-05,10.95
1742238000457,HYPE,1.25e-05,1.25e-05,10.95
1742241601716,HYPE,1.25e-05,1.25e-05,10.95
1742245200456,HYPE,1.25e-05,1.25e-05,10.95
1742248800065,HYPE,1.25e-05,1.25e-05,10.95
1742252400536,HYPE,1.25e-05,1.25e-05,10.95
1742256000338,HYPE,1.25e-05,1.25e-05,10.95
1742259600383,HYPE,1.25e-05,1.25e-05,10.95
1742263200686,HYPE,1.25e-05,1.25e-05,10.95
1742266800166,HYPE,1.25e-05,1.25e-05,10.95
1742270400009,HYPE,1.25e-05,1.25e-05,10.95
1742274000102,HYPE,1.25e-05,1.25e-05,10.95
1742277600162,HYPE,1.25e-05,1.25e-05,10.95
1742281200411,HYPE,1.25e-05,1.25e-05,10.95
1742284801082,HYPE,1.25e-05,1.25e-05,10.95
1742288401229,HYPE,1.25e-05,1.25e-05,10.95
1742292000987,HYPE,1.25e-05,1.25e-05,10.95
1742295600742,HYPE,1.25e-05,1.25e-05,10.95
