ts_ms,coin,funding_rate_quote_per_base,oracle_twap,funding_rate_normalized,annualized_pct
1686686406000,ETH,0.029896875,1740.391728,1.71782e-05,15.048142
1686690010000,ETH,0.034406583,1739.992003,1.9774e-05,17.322015
1686693609000,ETH,0.030896625,1738.991187,1.7767e-05,15.563876
1686697213000,ETH,0.033909041,1736.95471,1.95221e-05,17.101378
1686700808000,ETH,0.031399,1736.954892,1.8077e-05,15.835485
1686704407000,ETH,0.030361625,1739.98646,1.74493e-05,15.285627
1686708010000,ETH,0.025978791,1742.27626,1.49108e-05,13.06189
1686711635000,ETH,0.026529958,1744.238353,1.52101e-05,13.324007
1686715206000,ETH,0.02825375,1744.700711,1.6194e-05,14.185977
1686718806000,ETH,0.024161125,1744.286017,1.38516e-05,12.133988
1686722403000,ETH,0.025313291,1741.621987,1.45343e-05,12.732064
1686726001000,ETH,0.027896708,1740.724473,1.60259e-05,14.038704
1686729613000,ETH,0.031204916,1740.693285,1.79267e-05,15.703804
1686733204000,ETH,0.025924625,1742.50563,1.48778e-05,13.03294
1686736807000,ETH,0.030417375,1744.198648,1.74392e-05,15.276712
1686740407000,ETH,0.029979625,1745.430974,1.71761e-05,15.046227
1686744008000,ETH,0.038199416,1746.13631,2.18765e-05,19.163847
1686747609000,ETH,0.030958791,1746.042161,1.77308e-05,15.532214
1686751203000,ETH,0.029715875,1743.643246,1.70424e-05,14.929147
1686754807000,ETH,0.029085791,1742.472168,1.66923e-05,14.622416
1686758405000,ETH,0.028680333,1741.39019,1.64698e-05,14.427537
1686762007000,ETH,0.03256175,1740.528732,1.8708e-05,16.388177
1686765612000,ETH,0.038463166,1738.333168,2.21265e-05,19.382782
1686769209000,ETH,0.031146791,1735.325793,1.79487e-05,15.723035
1686772805000,ETH,0.02484575,1732.6947,1.43394e-05,12.561288
1686776417000,ETH,0.010979666,1690.787077,6.4938e-06,5.688586
1686780006000,ETH,-0.019630041,1664.793192,-1.17913e-05,-10.32916
1686783600000,ETH,-0.011241833,1656.267152,-6.7875e-06,-5.945808
1686787201000,ETH,-0.003484541,1652.29091,-2.1089e-06,-1.847409
1686790800000,ETH,0.004177041,1652.628081,2.5275e-06,2.214102
1686794408000,ETH,0.013920458,1650.899656,8.432e-06,7.38647
